Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1690110.959123
BluetoothConnected;1690110.985370
ThreadStarted:1690125.127986
SocketInitialized;1690125.133230
DeviceConnected:1690125.226613
FilenameTime:1690125.243542
Filename:1_2023_08_19_01_14_58_uHhu9ipeCasDWdxIAAB9.json
ProcessReady;1690125.262319
FirstResponseReceived;1690125.285361
